"","Cell","Batch","Group","ExpLibSize"
"Cell5207","Cell5207","Batch1","Group1",67626.2689065365
"Cell5208","Cell5208","Batch1","Group1",58909.1764800904
"Cell5209","Cell5209","Batch1","Group2",65825.7606967215
"Cell5210","Cell5210","Batch1","Group2",66988.323187121
"Cell5211","Cell5211","Batch1","Group1",58029.4734518677
"Cell5212","Cell5212","Batch1","Group1",67976.243958835
"Cell5213","Cell5213","Batch1","Group1",76869.7559476521
"Cell5214","Cell5214","Batch1","Group1",51204.3734677853
"Cell5215","Cell5215","Batch1","Group2",59387.7330796093
"Cell5216","Cell5216","Batch1","Group2",55669.4929705799
"Cell5217","Cell5217","Batch1","Group1",48075.2699708901
"Cell5218","Cell5218","Batch1","Group2",53801.3220761125
"Cell5219","Cell5219","Batch1","Group2",56847.7698637906
"Cell5220","Cell5220","Batch1","Group2",41578.9741713319
"Cell5221","Cell5221","Batch1","Group1",85875.9336861691
"Cell5222","Cell5222","Batch1","Group2",53559.1050109912
"Cell5223","Cell5223","Batch1","Group1",59656.3810933918
"Cell5224","Cell5224","Batch1","Group1",43849.8098787246
"Cell5225","Cell5225","Batch1","Group2",73400.4637893765
"Cell5226","Cell5226","Batch1","Group1",55730.5901756437
"Cell5227","Cell5227","Batch1","Group2",56858.3399304135
"Cell5228","Cell5228","Batch1","Group2",58636.6752250886
"Cell5229","Cell5229","Batch1","Group1",78783.6492154085
"Cell5230","Cell5230","Batch1","Group2",64913.1661720204
"Cell5231","Cell5231","Batch1","Group1",41574.3344894764
"Cell5232","Cell5232","Batch1","Group1",50205.0703655057
"Cell5233","Cell5233","Batch1","Group2",67112.493062603
"Cell5234","Cell5234","Batch1","Group1",70909.2631021868
"Cell5235","Cell5235","Batch1","Group2",67673.0143556711
"Cell5236","Cell5236","Batch1","Group2",48495.6342308175
"Cell5237","Cell5237","Batch1","Group1",54477.8030615367
"Cell5238","Cell5238","Batch1","Group1",59265.724018914
"Cell5239","Cell5239","Batch1","Group2",42771.8048790384
"Cell5240","Cell5240","Batch1","Group2",50209.0097258013
"Cell5241","Cell5241","Batch1","Group2",75528.5761127807
"Cell5242","Cell5242","Batch1","Group1",59035.270013082
"Cell5243","Cell5243","Batch1","Group1",38766.5573709138
"Cell5244","Cell5244","Batch1","Group2",66392.1483394285
"Cell5245","Cell5245","Batch1","Group1",87888.7803886716
"Cell5246","Cell5246","Batch1","Group1",66259.2357961479
"Cell5247","Cell5247","Batch1","Group1",54197.224745656
"Cell5248","Cell5248","Batch1","Group2",58542.5716362322
"Cell5249","Cell5249","Batch1","Group1",114550.645607287
"Cell5250","Cell5250","Batch1","Group2",56514.9265418936
"Cell5251","Cell5251","Batch1","Group2",59917.8434333904
"Cell5252","Cell5252","Batch1","Group2",49764.263983872
"Cell5253","Cell5253","Batch1","Group2",47379.5640328841
"Cell5254","Cell5254","Batch1","Group1",53897.6231378523
"Cell5255","Cell5255","Batch1","Group2",84086.3897150166
"Cell5256","Cell5256","Batch1","Group1",52955.8616794785
"Cell5257","Cell5257","Batch1","Group1",50452.0535624056
"Cell5258","Cell5258","Batch1","Group2",60353.5927241293
"Cell5259","Cell5259","Batch1","Group1",66792.4051580512
"Cell5260","Cell5260","Batch1","Group1",50412.7601369641
"Cell5261","Cell5261","Batch1","Group1",59749.1201750348
"Cell5262","Cell5262","Batch1","Group2",49105.9559508931
"Cell5263","Cell5263","Batch1","Group1",38025.2321336949
"Cell5264","Cell5264","Batch1","Group1",47109.5245864801
"Cell5265","Cell5265","Batch1","Group2",48047.718993119
"Cell5266","Cell5266","Batch1","Group2",62646.0564054092
"Cell5267","Cell5267","Batch1","Group1",58203.219791159
"Cell5268","Cell5268","Batch1","Group2",52852.1173434211
"Cell5269","Cell5269","Batch1","Group2",44237.6288885233
"Cell5270","Cell5270","Batch1","Group1",57985.6124234375
"Cell5271","Cell5271","Batch1","Group1",60211.0431800456
"Cell5272","Cell5272","Batch1","Group2",43502.5210340162
"Cell5273","Cell5273","Batch1","Group2",56138.5670816833
"Cell5274","Cell5274","Batch1","Group1",69011.1533103663
"Cell5275","Cell5275","Batch1","Group1",58283.6693210298
"Cell5276","Cell5276","Batch1","Group2",65076.2681429153
"Cell5277","Cell5277","Batch1","Group1",76735.1278733847
"Cell5278","Cell5278","Batch1","Group2",65130.7721860943
"Cell5279","Cell5279","Batch1","Group2",54484.0891406875
"Cell5280","Cell5280","Batch1","Group2",59501.308654163
"Cell5281","Cell5281","Batch1","Group1",44783.3145571019
"Cell5282","Cell5282","Batch1","Group2",68411.8199029346
"Cell5283","Cell5283","Batch1","Group1",50980.4405838693
"Cell5284","Cell5284","Batch1","Group1",54112.2657537967
"Cell5285","Cell5285","Batch1","Group1",66147.4487817544
"Cell5286","Cell5286","Batch1","Group1",67645.8118563284
"Cell5287","Cell5287","Batch1","Group2",53658.6738625616
"Cell5288","Cell5288","Batch1","Group2",47299.7969393221
"Cell5289","Cell5289","Batch1","Group2",48109.38165498
"Cell5290","Cell5290","Batch1","Group2",45516.3870139951
"Cell5291","Cell5291","Batch1","Group2",86378.4003260675
"Cell5292","Cell5292","Batch1","Group1",54910.5791190488
"Cell5293","Cell5293","Batch1","Group1",83265.7457433786
"Cell5294","Cell5294","Batch1","Group1",64764.8631092906
"Cell5295","Cell5295","Batch1","Group1",35952.3284123931
"Cell5296","Cell5296","Batch1","Group2",59097.5006778154
"Cell5297","Cell5297","Batch1","Group1",76875.0947214776
"Cell5298","Cell5298","Batch1","Group2",65201.9674934481
"Cell5299","Cell5299","Batch1","Group1",74797.4226100549
"Cell5300","Cell5300","Batch1","Group2",52626.9128053391
"Cell5301","Cell5301","Batch1","Group2",71131.7377327815
"Cell5302","Cell5302","Batch1","Group1",50384.2282353198
"Cell5303","Cell5303","Batch1","Group2",47109.584724176
"Cell5304","Cell5304","Batch1","Group1",38433.6794906493
"Cell5305","Cell5305","Batch1","Group1",65365.3043293565
"Cell5306","Cell5306","Batch1","Group1",65013.3826961415
"Cell5307","Cell5307","Batch1","Group1",70683.4691604735
"Cell5308","Cell5308","Batch1","Group2",71439.3251373984
"Cell5309","Cell5309","Batch1","Group1",62852.091344989
"Cell5310","Cell5310","Batch1","Group1",49868.0281351385
"Cell5311","Cell5311","Batch1","Group1",65083.0819980391
"Cell5312","Cell5312","Batch1","Group2",63184.1109422309
"Cell5313","Cell5313","Batch1","Group1",63776.7873991919
"Cell5314","Cell5314","Batch1","Group2",57069.7352550523
"Cell5315","Cell5315","Batch1","Group1",74230.656176062
"Cell5316","Cell5316","Batch1","Group2",58134.0706722286
"Cell5317","Cell5317","Batch1","Group2",86299.2496241295
"Cell5318","Cell5318","Batch1","Group2",69567.3016004136
"Cell5319","Cell5319","Batch1","Group1",51358.990832141
"Cell5320","Cell5320","Batch1","Group2",57096.9383856901
"Cell5321","Cell5321","Batch1","Group1",73375.8795693268
"Cell5322","Cell5322","Batch1","Group1",63750.3932982673
"Cell5323","Cell5323","Batch1","Group1",58706.4742748462
"Cell5324","Cell5324","Batch1","Group1",66538.3638547278
"Cell5325","Cell5325","Batch1","Group1",51521.1093979912
"Cell5326","Cell5326","Batch1","Group1",51359.7939710011
"Cell5327","Cell5327","Batch1","Group1",55973.8200208639
"Cell5328","Cell5328","Batch1","Group2",52030.7058582362
"Cell5329","Cell5329","Batch1","Group1",67393.6630245805
"Cell5330","Cell5330","Batch1","Group2",59621.9940581283
"Cell5331","Cell5331","Batch1","Group2",73621.118166574
"Cell5332","Cell5332","Batch1","Group1",78747.6616049811
"Cell5333","Cell5333","Batch1","Group1",62162.5807477802
"Cell5334","Cell5334","Batch1","Group2",56741.2113091998
"Cell5335","Cell5335","Batch1","Group2",40650.4383693226
"Cell5336","Cell5336","Batch1","Group1",49441.9567619979
"Cell5337","Cell5337","Batch1","Group2",51566.5451412305
"Cell5338","Cell5338","Batch1","Group2",66174.2463518337
"Cell5339","Cell5339","Batch1","Group1",52931.7933163302
"Cell5340","Cell5340","Batch1","Group2",55510.3716821287
"Cell5341","Cell5341","Batch1","Group2",85467.5342066009
"Cell5342","Cell5342","Batch1","Group1",67096.9139999089
"Cell5343","Cell5343","Batch1","Group1",59322.0883967553
"Cell5344","Cell5344","Batch1","Group1",51464.9605496224
"Cell5345","Cell5345","Batch1","Group1",51033.3333843477
"Cell5346","Cell5346","Batch1","Group2",73820.7810165735
"Cell5347","Cell5347","Batch1","Group1",72065.4065807101
"Cell5348","Cell5348","Batch1","Group2",70980.5655470362
"Cell5349","Cell5349","Batch1","Group2",48045.3208808872
"Cell5350","Cell5350","Batch1","Group1",72620.9715542624
"Cell5351","Cell5351","Batch1","Group2",52982.6975832294
"Cell5352","Cell5352","Batch1","Group2",64154.8383956716
"Cell5353","Cell5353","Batch1","Group1",75822.8736593261
"Cell5354","Cell5354","Batch1","Group1",65520.7281786306
"Cell5355","Cell5355","Batch1","Group2",56000.7517951721
"Cell5356","Cell5356","Batch1","Group2",64416.7811983789
"Cell5357","Cell5357","Batch1","Group2",52678.6407947211
"Cell5358","Cell5358","Batch1","Group1",55968.206748644
"Cell5359","Cell5359","Batch1","Group1",65417.0023094703
"Cell5360","Cell5360","Batch1","Group1",39012.4414240153
"Cell5361","Cell5361","Batch1","Group2",88951.1935314279
"Cell5362","Cell5362","Batch1","Group2",65664.9445085563
"Cell5363","Cell5363","Batch1","Group1",55320.6820585523
"Cell5364","Cell5364","Batch1","Group1",73887.724993888
"Cell5365","Cell5365","Batch1","Group1",63643.2117063771
"Cell5366","Cell5366","Batch1","Group1",72894.4643159462
"Cell5367","Cell5367","Batch1","Group1",43401.9917037798
"Cell5368","Cell5368","Batch1","Group1",75081.442864881
"Cell5369","Cell5369","Batch1","Group1",46671.0207190382
"Cell5370","Cell5370","Batch1","Group1",64066.4265539744
"Cell5371","Cell5371","Batch1","Group2",56360.1128420488
"Cell5372","Cell5372","Batch1","Group2",92746.4270856343
"Cell5373","Cell5373","Batch1","Group1",42415.1377123126
"Cell5374","Cell5374","Batch1","Group1",47048.7879597772
"Cell5375","Cell5375","Batch1","Group2",59292.1002629805
"Cell5376","Cell5376","Batch1","Group1",65439.7793539071
"Cell5377","Cell5377","Batch1","Group1",51144.6349766859
"Cell5378","Cell5378","Batch1","Group1",44655.2613290481
"Cell5379","Cell5379","Batch1","Group1",38416.0649103485
"Cell5380","Cell5380","Batch1","Group1",61288.0912307094
"Cell5381","Cell5381","Batch1","Group1",65986.1079214381
"Cell5382","Cell5382","Batch1","Group2",54044.0972203791
"Cell5383","Cell5383","Batch1","Group1",54917.6318998885
"Cell5384","Cell5384","Batch1","Group2",69628.7794907696
"Cell5385","Cell5385","Batch1","Group1",66121.42431067
"Cell5386","Cell5386","Batch1","Group2",50174.0409724258
"Cell5387","Cell5387","Batch1","Group1",82363.7960768447
"Cell5388","Cell5388","Batch1","Group1",57477.9245952272
"Cell5389","Cell5389","Batch1","Group2",79923.9178354277
"Cell5390","Cell5390","Batch1","Group1",74095.7567234644
"Cell5391","Cell5391","Batch1","Group1",67624.3095718375
"Cell5392","Cell5392","Batch1","Group1",56134.0339851096
"Cell5393","Cell5393","Batch1","Group2",55402.2074999146
"Cell5394","Cell5394","Batch1","Group2",62350.4155069257
"Cell5395","Cell5395","Batch1","Group1",49899.1118521442
"Cell5396","Cell5396","Batch1","Group1",68715.9413187369
"Cell5397","Cell5397","Batch1","Group2",65339.7054102611
"Cell5398","Cell5398","Batch1","Group2",63943.7412254647
"Cell5399","Cell5399","Batch1","Group1",82429.5347351279
"Cell5400","Cell5400","Batch1","Group1",75774.6167350378
"Cell5401","Cell5401","Batch1","Group1",46188.6155004276
"Cell5402","Cell5402","Batch1","Group1",52193.7604378897
"Cell5403","Cell5403","Batch1","Group1",50539.1764346949
"Cell5404","Cell5404","Batch1","Group1",49432.5347289134
"Cell5405","Cell5405","Batch1","Group1",58309.099212579
"Cell5406","Cell5406","Batch1","Group2",41954.4404995253
"Cell5407","Cell5407","Batch1","Group1",50196.9179453825
"Cell5408","Cell5408","Batch1","Group1",52942.278354173
"Cell5409","Cell5409","Batch1","Group2",44378.7180058252
"Cell5410","Cell5410","Batch1","Group1",48233.4173356958
"Cell5411","Cell5411","Batch1","Group1",84945.3437992382
"Cell5412","Cell5412","Batch1","Group2",52236.8763698513
"Cell5413","Cell5413","Batch1","Group1",49708.5003264147
"Cell5414","Cell5414","Batch1","Group2",56646.7406958506
"Cell5415","Cell5415","Batch1","Group1",78512.7394389648
"Cell5416","Cell5416","Batch1","Group1",46167.801496999
"Cell5417","Cell5417","Batch1","Group2",65741.5579354986
"Cell5418","Cell5418","Batch1","Group2",69596.2974438124
"Cell5419","Cell5419","Batch1","Group2",59958.5443137422
"Cell5420","Cell5420","Batch1","Group1",71186.9081217092
"Cell5421","Cell5421","Batch1","Group1",77596.5909145515
"Cell5422","Cell5422","Batch1","Group2",50993.5681914922
"Cell5423","Cell5423","Batch1","Group1",71351.1126794497
"Cell5424","Cell5424","Batch1","Group2",97905.6816739996
"Cell5425","Cell5425","Batch1","Group2",59657.0331730691
"Cell5426","Cell5426","Batch1","Group1",59219.5935411717
"Cell5427","Cell5427","Batch1","Group1",51344.4287122785
"Cell5428","Cell5428","Batch1","Group1",69856.3490675662
"Cell5429","Cell5429","Batch1","Group2",61466.8464811614
"Cell5430","Cell5430","Batch1","Group1",64455.8373325675
"Cell5431","Cell5431","Batch1","Group1",88271.1096933503
"Cell5432","Cell5432","Batch1","Group2",63004.0596977933
"Cell5433","Cell5433","Batch1","Group2",75092.8232955459
"Cell5434","Cell5434","Batch1","Group2",50543.061359641
"Cell5435","Cell5435","Batch1","Group2",73170.8517952979
"Cell5436","Cell5436","Batch1","Group2",45686.8171119505
"Cell5437","Cell5437","Batch1","Group2",82827.8847357129
"Cell5438","Cell5438","Batch1","Group1",49811.4042162097
"Cell5439","Cell5439","Batch1","Group2",53062.9174891366
"Cell5440","Cell5440","Batch1","Group2",50528.3752397526
"Cell5441","Cell5441","Batch1","Group2",52905.1270087505
"Cell5442","Cell5442","Batch1","Group1",64257.169765322
"Cell5443","Cell5443","Batch1","Group1",55207.6131986676
"Cell5444","Cell5444","Batch1","Group2",59613.8260205973
"Cell5445","Cell5445","Batch1","Group1",59765.4150733283
"Cell5446","Cell5446","Batch1","Group1",74415.0603680385
"Cell5447","Cell5447","Batch1","Group1",48807.9070760927
"Cell5448","Cell5448","Batch1","Group1",56411.6395717994
"Cell5449","Cell5449","Batch1","Group1",74486.8047101814
"Cell5450","Cell5450","Batch1","Group2",72494.6783326744
"Cell5451","Cell5451","Batch1","Group1",66109.299773986
"Cell5452","Cell5452","Batch1","Group1",56855.7963914732
"Cell5453","Cell5453","Batch1","Group1",48139.4573642092
"Cell5454","Cell5454","Batch1","Group2",62623.5550132024
"Cell5455","Cell5455","Batch1","Group2",56386.8911230048
"Cell5456","Cell5456","Batch1","Group1",83462.2017904372
"Cell5457","Cell5457","Batch1","Group2",79140.6798076223
"Cell5458","Cell5458","Batch1","Group1",67273.9381915184
"Cell5459","Cell5459","Batch1","Group2",72459.8904461001
"Cell5460","Cell5460","Batch1","Group1",84969.2830731279
"Cell5461","Cell5461","Batch1","Group1",45917.9106037436
"Cell5462","Cell5462","Batch1","Group1",68749.6729992034
"Cell5463","Cell5463","Batch1","Group2",56413.5162969231
"Cell5464","Cell5464","Batch1","Group1",57795.9619077869
"Cell5465","Cell5465","Batch1","Group2",81842.5968534769
"Cell5466","Cell5466","Batch1","Group1",52286.5949046781
"Cell5467","Cell5467","Batch1","Group1",70702.3940515081
"Cell5468","Cell5468","Batch1","Group2",59579.1131144024
"Cell5469","Cell5469","Batch1","Group2",62683.7704398901
"Cell5470","Cell5470","Batch1","Group2",54426.2741398267
"Cell5471","Cell5471","Batch1","Group1",50124.925701275
"Cell5472","Cell5472","Batch1","Group1",50945.3201180342
"Cell5473","Cell5473","Batch1","Group2",52211.1682122453
"Cell5474","Cell5474","Batch1","Group2",52990.7955877265
"Cell5475","Cell5475","Batch1","Group2",48036.4430204957
"Cell5476","Cell5476","Batch1","Group1",64900.2029898456
"Cell5477","Cell5477","Batch1","Group1",100807.856402884
"Cell5478","Cell5478","Batch1","Group2",60111.6364954771
"Cell5479","Cell5479","Batch1","Group1",54191.1417030892
"Cell5480","Cell5480","Batch1","Group1",67405.9311246025
"Cell5481","Cell5481","Batch1","Group1",47461.1069100758
"Cell5482","Cell5482","Batch1","Group1",61800.9471244114
"Cell5483","Cell5483","Batch1","Group2",46580.0684927727
"Cell5484","Cell5484","Batch1","Group1",69947.0018955363
"Cell5485","Cell5485","Batch1","Group1",58038.0431598546
"Cell5486","Cell5486","Batch1","Group1",47295.8654359368
"Cell5487","Cell5487","Batch1","Group1",67086.0699918035
"Cell5488","Cell5488","Batch1","Group1",68553.3296972059
"Cell5489","Cell5489","Batch1","Group1",55438.9990449682
"Cell5490","Cell5490","Batch1","Group1",56540.4687432654
"Cell5491","Cell5491","Batch1","Group2",54637.6987654758
"Cell5492","Cell5492","Batch1","Group2",74367.8205746901
"Cell5493","Cell5493","Batch1","Group1",71477.8948976047
"Cell5494","Cell5494","Batch1","Group2",56570.9454430455
"Cell5495","Cell5495","Batch1","Group2",80711.0645559464
"Cell5496","Cell5496","Batch1","Group2",49592.5210047646
"Cell5497","Cell5497","Batch1","Group1",59339.5257698533
"Cell5498","Cell5498","Batch1","Group1",66588.9697320943
"Cell5499","Cell5499","Batch1","Group1",45100.6153048296
"Cell5500","Cell5500","Batch1","Group1",63475.3238225394
"Cell5501","Cell5501","Batch1","Group2",52567.5367486501
"Cell5502","Cell5502","Batch1","Group1",45350.3943839424
"Cell5503","Cell5503","Batch1","Group2",65771.4083569921
"Cell5504","Cell5504","Batch1","Group2",51304.9123463237
"Cell5505","Cell5505","Batch1","Group1",61865.3406936914
"Cell5506","Cell5506","Batch1","Group2",57690.2796907628
"Cell5507","Cell5507","Batch1","Group2",53991.3342964248
"Cell5508","Cell5508","Batch1","Group1",61369.2231755588
"Cell5509","Cell5509","Batch1","Group1",49205.0224459629
"Cell5510","Cell5510","Batch1","Group1",72405.462850926
"Cell5511","Cell5511","Batch1","Group2",93841.3112726352
"Cell5512","Cell5512","Batch1","Group2",51877.9282890346
"Cell5513","Cell5513","Batch1","Group1",54323.1489925757
"Cell5514","Cell5514","Batch1","Group2",40387.8521023534
"Cell5515","Cell5515","Batch1","Group2",52533.3496608148
"Cell5516","Cell5516","Batch1","Group1",40305.4384976273
"Cell5517","Cell5517","Batch1","Group2",86634.3432269427
"Cell5518","Cell5518","Batch1","Group1",48191.0329680683
"Cell5519","Cell5519","Batch1","Group2",56718.5209645733
"Cell5520","Cell5520","Batch1","Group1",91596.5477821829
"Cell5521","Cell5521","Batch1","Group1",66710.8309519528
"Cell5522","Cell5522","Batch1","Group1",72619.0598710972
"Cell5523","Cell5523","Batch1","Group1",42885.2436536857
"Cell5524","Cell5524","Batch1","Group1",43382.3210691918
"Cell5525","Cell5525","Batch1","Group2",36228.8053931746
"Cell5526","Cell5526","Batch1","Group2",54984.8026974329
"Cell5527","Cell5527","Batch1","Group1",90057.2304369222
"Cell5528","Cell5528","Batch1","Group2",48483.9076895571
"Cell5529","Cell5529","Batch1","Group1",64424.6290285288
"Cell5530","Cell5530","Batch1","Group1",56914.9428550084
"Cell5531","Cell5531","Batch1","Group2",51106.2286388902
"Cell5532","Cell5532","Batch1","Group1",61511.5542105138
"Cell5533","Cell5533","Batch1","Group1",61892.9319488686
"Cell5534","Cell5534","Batch1","Group2",69873.3414297087
"Cell5535","Cell5535","Batch1","Group1",60323.1326180327
"Cell5536","Cell5536","Batch1","Group2",50561.3522097414
"Cell5537","Cell5537","Batch1","Group1",59295.7080575506
"Cell5538","Cell5538","Batch1","Group2",85038.0879602309
"Cell5539","Cell5539","Batch1","Group2",48895.6012099302
"Cell5540","Cell5540","Batch1","Group1",56406.740796801
"Cell5541","Cell5541","Batch1","Group2",48161.1124439654
"Cell5542","Cell5542","Batch1","Group1",86469.6803381685
"Cell5543","Cell5543","Batch1","Group1",52301.7880640534
"Cell5544","Cell5544","Batch1","Group1",56473.4677852819
"Cell5545","Cell5545","Batch1","Group2",73458.1411319013
"Cell5546","Cell5546","Batch1","Group2",70328.6553107323
"Cell5547","Cell5547","Batch1","Group1",60816.1315746105
"Cell5548","Cell5548","Batch1","Group1",61207.3487080398
"Cell5549","Cell5549","Batch1","Group2",72385.9356662307
"Cell5550","Cell5550","Batch1","Group2",61074.2797562285
"Cell5551","Cell5551","Batch1","Group1",54493.5014196565
"Cell5552","Cell5552","Batch1","Group1",77496.4432432335
"Cell5553","Cell5553","Batch1","Group1",81667.3316874357
"Cell5554","Cell5554","Batch1","Group2",62197.6437881
"Cell5555","Cell5555","Batch1","Group2",66380.4006579521
"Cell5556","Cell5556","Batch1","Group1",64525.3196044329
"Cell5557","Cell5557","Batch1","Group2",49414.4896500726
"Cell5558","Cell5558","Batch1","Group1",48688.7746894028
"Cell5559","Cell5559","Batch1","Group2",63231.4576159526
"Cell5560","Cell5560","Batch1","Group1",55091.0871855684
"Cell5561","Cell5561","Batch1","Group2",51176.4545429567
"Cell5562","Cell5562","Batch1","Group1",63186.4236611333
"Cell5563","Cell5563","Batch1","Group2",51565.35818752
"Cell5564","Cell5564","Batch1","Group2",56717.1747149853
"Cell5565","Cell5565","Batch1","Group1",61617.2942963631
"Cell5566","Cell5566","Batch1","Group2",52454.3803822068
"Cell5567","Cell5567","Batch1","Group1",61549.4980239934
"Cell5568","Cell5568","Batch1","Group2",59037.7783291035
"Cell5569","Cell5569","Batch1","Group2",47007.0263595437
"Cell5570","Cell5570","Batch1","Group2",56647.6662996844
"Cell5571","Cell5571","Batch1","Group2",52866.6963999827
"Cell5572","Cell5572","Batch1","Group1",68936.3252492117
"Cell5573","Cell5573","Batch1","Group2",65523.2989173707
"Cell5574","Cell5574","Batch1","Group1",42774.0457149116
"Cell5575","Cell5575","Batch1","Group2",55149.3653550886
"Cell5576","Cell5576","Batch1","Group1",70495.251512044
"Cell5577","Cell5577","Batch1","Group1",58252.9261391063
"Cell5578","Cell5578","Batch1","Group1",56141.3341410064
"Cell5579","Cell5579","Batch1","Group2",45880.3857824519
"Cell5580","Cell5580","Batch1","Group1",68828.1134601819
"Cell5581","Cell5581","Batch1","Group1",59353.9388793518
"Cell5582","Cell5582","Batch1","Group2",55982.6794560909
"Cell5583","Cell5583","Batch1","Group1",64197.4114761018
"Cell5584","Cell5584","Batch1","Group1",55229.4171197914
"Cell5585","Cell5585","Batch1","Group2",59208.4966833264
"Cell5586","Cell5586","Batch1","Group1",69509.6262710373
"Cell5587","Cell5587","Batch1","Group1",58625.5777692549
"Cell5588","Cell5588","Batch1","Group2",57310.6697375326
"Cell5589","Cell5589","Batch1","Group1",56091.6325928322
"Cell5590","Cell5590","Batch1","Group2",71024.4562963874
"Cell5591","Cell5591","Batch1","Group1",52982.2399010641
"Cell5592","Cell5592","Batch1","Group1",49857.8018752366
"Cell5593","Cell5593","Batch1","Group2",55303.0105453832
"Cell5594","Cell5594","Batch1","Group1",41611.3983034742
"Cell5595","Cell5595","Batch1","Group1",59631.1736770821
"Cell5596","Cell5596","Batch1","Group2",52801.7315360566
"Cell5597","Cell5597","Batch1","Group2",64797.0242982137
"Cell5598","Cell5598","Batch1","Group1",69298.5223251147
"Cell5599","Cell5599","Batch1","Group1",59287.3905922384
"Cell5600","Cell5600","Batch1","Group2",47092.7933822742
"Cell5601","Cell5601","Batch1","Group1",56808.2258619862
"Cell5602","Cell5602","Batch1","Group1",56370.2750506603
"Cell5603","Cell5603","Batch1","Group1",74280.4982646772
"Cell5604","Cell5604","Batch1","Group2",50527.5400620479
"Cell5605","Cell5605","Batch1","Group2",57151.795238034
"Cell5606","Cell5606","Batch1","Group2",52963.3272457721
"Cell5607","Cell5607","Batch1","Group1",84939.8197461868
"Cell5608","Cell5608","Batch1","Group2",56541.1095440961
"Cell5609","Cell5609","Batch1","Group2",67085.0319580292
"Cell5610","Cell5610","Batch1","Group1",41493.1208479124
"Cell5611","Cell5611","Batch1","Group2",59078.6718455823
"Cell5612","Cell5612","Batch1","Group1",64975.5831407761
"Cell5613","Cell5613","Batch1","Group1",66048.5849903959
"Cell5614","Cell5614","Batch1","Group2",68157.5340657759
"Cell5615","Cell5615","Batch1","Group1",46030.0235982011
"Cell5616","Cell5616","Batch1","Group2",58699.3175957742
"Cell5617","Cell5617","Batch1","Group2",68851.9372564254
"Cell5618","Cell5618","Batch1","Group1",66580.3484253226
"Cell5619","Cell5619","Batch1","Group2",71321.5116163435
"Cell5620","Cell5620","Batch1","Group1",71396.5018439603
"Cell5621","Cell5621","Batch1","Group2",54008.5590565016
"Cell5622","Cell5622","Batch1","Group2",66774.3528612102
"Cell5623","Cell5623","Batch1","Group1",61184.1073376985
"Cell5624","Cell5624","Batch1","Group1",50365.4326434229
"Cell5625","Cell5625","Batch1","Group1",57131.0540463281
"Cell5626","Cell5626","Batch1","Group1",64923.6386855953
"Cell5627","Cell5627","Batch1","Group1",80836.4886115705
"Cell5628","Cell5628","Batch1","Group1",61394.5901686663
"Cell5629","Cell5629","Batch1","Group1",54138.4889778845
"Cell5630","Cell5630","Batch1","Group1",55123.7693170966
"Cell5631","Cell5631","Batch1","Group1",60039.2584515792
"Cell5632","Cell5632","Batch1","Group1",81710.1854759539
"Cell5633","Cell5633","Batch1","Group2",90693.6838833563
"Cell5634","Cell5634","Batch1","Group1",58246.1358184571
"Cell5635","Cell5635","Batch1","Group2",60683.6259970732
"Cell5636","Cell5636","Batch1","Group2",57646.5865654028
"Cell5637","Cell5637","Batch1","Group1",49029.3764269714
"Cell5638","Cell5638","Batch1","Group2",36150.5196411262
"Cell5639","Cell5639","Batch1","Group1",77435.9768663743
"Cell5640","Cell5640","Batch1","Group2",47240.3781347018
"Cell5641","Cell5641","Batch1","Group1",54676.2701259148
"Cell5642","Cell5642","Batch1","Group2",89021.7356804982
"Cell5643","Cell5643","Batch1","Group1",59275.4041522322
"Cell5644","Cell5644","Batch1","Group1",42927.8205639851
"Cell5645","Cell5645","Batch1","Group2",51421.3119587404
"Cell5646","Cell5646","Batch1","Group2",64859.320402002
"Cell5647","Cell5647","Batch1","Group2",68334.1105665393
"Cell5648","Cell5648","Batch1","Group2",54571.1487948061
"Cell5649","Cell5649","Batch1","Group1",72430.3214160704
"Cell5650","Cell5650","Batch1","Group1",70381.5096175931
"Cell5651","Cell5651","Batch1","Group1",51326.4879389024
"Cell5652","Cell5652","Batch1","Group1",84776.8645924324
"Cell5653","Cell5653","Batch1","Group1",51638.8411782398
"Cell5654","Cell5654","Batch1","Group2",55072.3520088687
"Cell5655","Cell5655","Batch1","Group1",55440.5685401233
"Cell5656","Cell5656","Batch1","Group1",44492.5890431022
"Cell5657","Cell5657","Batch1","Group2",57434.827683054
"Cell5658","Cell5658","Batch1","Group2",63936.9571229377
"Cell5659","Cell5659","Batch1","Group2",58612.2124224882
"Cell5660","Cell5660","Batch1","Group2",47099.5830854712
"Cell5661","Cell5661","Batch1","Group1",63737.0589737608
"Cell5662","Cell5662","Batch1","Group2",53752.2056474736
"Cell5663","Cell5663","Batch1","Group2",48473.7111982702
"Cell5664","Cell5664","Batch1","Group1",66617.8447971015
"Cell5665","Cell5665","Batch1","Group1",56218.0030968723
"Cell5666","Cell5666","Batch1","Group1",52120.4023687363
"Cell5667","Cell5667","Batch1","Group1",53450.7450610223
"Cell5668","Cell5668","Batch1","Group1",64478.3600121658
"Cell5669","Cell5669","Batch1","Group1",70872.2019744952
"Cell5670","Cell5670","Batch1","Group2",79757.7108407076
"Cell5671","Cell5671","Batch1","Group1",61204.80530476
"Cell5672","Cell5672","Batch1","Group2",50822.9031019625
"Cell5673","Cell5673","Batch1","Group1",69703.0731503418
