"","Cell","Batch","Group","ExpLibSize"
"Cell4815","Cell4815","Batch1","Group1",62390.7684127567
"Cell4816","Cell4816","Batch1","Group2",47335.345629455
"Cell4817","Cell4817","Batch1","Group1",58256.5738400036
"Cell4818","Cell4818","Batch1","Group1",52147.2715559401
"Cell4819","Cell4819","Batch1","Group1",65879.4571083114
"Cell4820","Cell4820","Batch1","Group2",52790.8611519188
"Cell4821","Cell4821","Batch1","Group1",69957.8899252264
"Cell4822","Cell4822","Batch1","Group2",56844.0777530062
"Cell4823","Cell4823","Batch1","Group2",58868.6342757737
"Cell4824","Cell4824","Batch1","Group1",53687.6631738971
"Cell4825","Cell4825","Batch1","Group2",52739.0350231323
"Cell4826","Cell4826","Batch1","Group2",48468.5582459855
"Cell4827","Cell4827","Batch1","Group1",58163.213381993
"Cell4828","Cell4828","Batch1","Group2",58619.9224962552
"Cell4829","Cell4829","Batch1","Group2",77552.2845145141
"Cell4830","Cell4830","Batch1","Group2",64948.9913771455
"Cell4831","Cell4831","Batch1","Group1",70390.8331557633
"Cell4832","Cell4832","Batch1","Group2",72796.4075093968
"Cell4833","Cell4833","Batch1","Group1",59478.4216488166
"Cell4834","Cell4834","Batch1","Group2",54446.6015593243
"Cell4835","Cell4835","Batch1","Group1",50169.5165973211
"Cell4836","Cell4836","Batch1","Group2",39424.5478606495
"Cell4837","Cell4837","Batch1","Group1",44013.4658852125
"Cell4838","Cell4838","Batch1","Group2",65162.5688120195
"Cell4839","Cell4839","Batch1","Group2",70184.806423364
"Cell4840","Cell4840","Batch1","Group2",95747.1513411054
"Cell4841","Cell4841","Batch1","Group2",60550.7532909949
"Cell4842","Cell4842","Batch1","Group1",54611.3735016309
"Cell4843","Cell4843","Batch1","Group2",62534.0293724051
"Cell4844","Cell4844","Batch1","Group1",44586.5990548483
"Cell4845","Cell4845","Batch1","Group2",56885.7692405236
"Cell4846","Cell4846","Batch1","Group1",57121.8230533181
"Cell4847","Cell4847","Batch1","Group1",61055.9339952114
"Cell4848","Cell4848","Batch1","Group1",60309.0178684321
"Cell4849","Cell4849","Batch1","Group1",69424.4520196845
"Cell4850","Cell4850","Batch1","Group1",62455.8358493503
"Cell4851","Cell4851","Batch1","Group1",86492.2738876107
"Cell4852","Cell4852","Batch1","Group1",42525.8801813306
"Cell4853","Cell4853","Batch1","Group2",69815.4030172641
"Cell4854","Cell4854","Batch1","Group2",59379.2130433876
"Cell4855","Cell4855","Batch1","Group2",43067.6061906865
"Cell4856","Cell4856","Batch1","Group2",56273.5128173447
"Cell4857","Cell4857","Batch1","Group1",59154.472488501
"Cell4858","Cell4858","Batch1","Group1",96442.989708186
"Cell4859","Cell4859","Batch1","Group2",56057.3785725469
"Cell4860","Cell4860","Batch1","Group2",78485.9991407997
"Cell4861","Cell4861","Batch1","Group2",46520.9385652326
"Cell4862","Cell4862","Batch1","Group2",72829.5988826388
"Cell4863","Cell4863","Batch1","Group1",41384.3034056451
"Cell4864","Cell4864","Batch1","Group1",84031.2152305672
"Cell4865","Cell4865","Batch1","Group1",61100.3284575832
"Cell4866","Cell4866","Batch1","Group1",69736.6718873271
"Cell4867","Cell4867","Batch1","Group2",60776.3785274305
"Cell4868","Cell4868","Batch1","Group1",40266.8951410935
"Cell4869","Cell4869","Batch1","Group1",50482.0442915892
"Cell4870","Cell4870","Batch1","Group2",64578.5235783445
"Cell4871","Cell4871","Batch1","Group1",64044.0776430662
"Cell4872","Cell4872","Batch1","Group1",55049.2535268632
"Cell4873","Cell4873","Batch1","Group2",77342.6596167177
"Cell4874","Cell4874","Batch1","Group2",62558.1861131689
"Cell4875","Cell4875","Batch1","Group2",50629.8582994652
"Cell4876","Cell4876","Batch1","Group2",44989.3399204831
"Cell4877","Cell4877","Batch1","Group1",62430.6591957859
"Cell4878","Cell4878","Batch1","Group1",54867.7593548852
"Cell4879","Cell4879","Batch1","Group2",60765.5503776818
"Cell4880","Cell4880","Batch1","Group2",51118.39019296
"Cell4881","Cell4881","Batch1","Group1",48041.4912357586
"Cell4882","Cell4882","Batch1","Group2",52817.8520247199
"Cell4883","Cell4883","Batch1","Group2",55751.6357590787
"Cell4884","Cell4884","Batch1","Group1",62843.0575627593
"Cell4885","Cell4885","Batch1","Group1",51303.6766422034
"Cell4886","Cell4886","Batch1","Group1",64837.9448976335
"Cell4887","Cell4887","Batch1","Group1",56111.6980582176
"Cell4888","Cell4888","Batch1","Group2",68920.4289050179
"Cell4889","Cell4889","Batch1","Group1",53728.0020706247
"Cell4890","Cell4890","Batch1","Group2",70005.5338320775
"Cell4891","Cell4891","Batch1","Group2",67013.3412611807
"Cell4892","Cell4892","Batch1","Group2",45062.4448085431
"Cell4893","Cell4893","Batch1","Group2",47009.9815833314
"Cell4894","Cell4894","Batch1","Group1",57218.2351150864
"Cell4895","Cell4895","Batch1","Group2",73421.1504259371
"Cell4896","Cell4896","Batch1","Group2",42385.5741254632
"Cell4897","Cell4897","Batch1","Group2",57486.405617036
"Cell4898","Cell4898","Batch1","Group1",70312.5720111174
"Cell4899","Cell4899","Batch1","Group2",55465.8471532748
"Cell4900","Cell4900","Batch1","Group2",71059.0553968315
"Cell4901","Cell4901","Batch1","Group2",57676.8479748328
"Cell4902","Cell4902","Batch1","Group1",57061.3238166374
"Cell4903","Cell4903","Batch1","Group1",67750.246465767
"Cell4904","Cell4904","Batch1","Group2",61664.9910882078
"Cell4905","Cell4905","Batch1","Group1",59641.789192494
"Cell4906","Cell4906","Batch1","Group1",58410.329778767
"Cell4907","Cell4907","Batch1","Group1",53204.2630989177
"Cell4908","Cell4908","Batch1","Group2",75696.1622176889
"Cell4909","Cell4909","Batch1","Group2",48777.697871733
"Cell4910","Cell4910","Batch1","Group2",72254.1079590897
"Cell4911","Cell4911","Batch1","Group1",74622.3645999497
"Cell4912","Cell4912","Batch1","Group2",90705.5596678338
"Cell4913","Cell4913","Batch1","Group2",62305.4624428708
"Cell4914","Cell4914","Batch1","Group1",42910.1975232406
"Cell4915","Cell4915","Batch1","Group1",51042.739959655
"Cell4916","Cell4916","Batch1","Group1",57486.2512500096
"Cell4917","Cell4917","Batch1","Group2",68462.5838483961
"Cell4918","Cell4918","Batch1","Group1",61125.0160341877
"Cell4919","Cell4919","Batch1","Group1",77418.6987755275
"Cell4920","Cell4920","Batch1","Group1",64338.0544538098
"Cell4921","Cell4921","Batch1","Group2",55155.1477724213
"Cell4922","Cell4922","Batch1","Group2",63661.123757343
"Cell4923","Cell4923","Batch1","Group2",72917.1922705416
"Cell4924","Cell4924","Batch1","Group2",53323.558290557
"Cell4925","Cell4925","Batch1","Group2",83244.6875983875
"Cell4926","Cell4926","Batch1","Group1",65788.9489957168
"Cell4927","Cell4927","Batch1","Group1",42913.5540108739
"Cell4928","Cell4928","Batch1","Group2",66522.3841805334
"Cell4929","Cell4929","Batch1","Group1",43433.6566688435
"Cell4930","Cell4930","Batch1","Group1",63078.1956759377
"Cell4931","Cell4931","Batch1","Group2",64122.5329043704
"Cell4932","Cell4932","Batch1","Group1",68536.2065729011
"Cell4933","Cell4933","Batch1","Group1",61155.6671050524
"Cell4934","Cell4934","Batch1","Group2",45159.8189316292
"Cell4935","Cell4935","Batch1","Group1",87619.2993706746
"Cell4936","Cell4936","Batch1","Group2",60760.593122612
"Cell4937","Cell4937","Batch1","Group2",48253.0335902459
"Cell4938","Cell4938","Batch1","Group2",43543.9172501552
"Cell4939","Cell4939","Batch1","Group1",52269.5921139835
"Cell4940","Cell4940","Batch1","Group1",73830.1537259782
"Cell4941","Cell4941","Batch1","Group2",38417.0541295024
"Cell4942","Cell4942","Batch1","Group2",39557.4569279156
"Cell4943","Cell4943","Batch1","Group1",73415.9028271144
"Cell4944","Cell4944","Batch1","Group2",54698.2534402201
"Cell4945","Cell4945","Batch1","Group2",80109.0118342123
"Cell4946","Cell4946","Batch1","Group2",66929.4057248025
"Cell4947","Cell4947","Batch1","Group1",67579.5624648647
"Cell4948","Cell4948","Batch1","Group1",57489.3069679274
"Cell4949","Cell4949","Batch1","Group1",56983.0445396524
"Cell4950","Cell4950","Batch1","Group2",62654.991790004
"Cell4951","Cell4951","Batch1","Group2",56932.8065552945
"Cell4952","Cell4952","Batch1","Group2",73538.2733826532
"Cell4953","Cell4953","Batch1","Group2",52797.4348153911
"Cell4954","Cell4954","Batch1","Group2",61610.0358513926
"Cell4955","Cell4955","Batch1","Group2",54434.5815244594
"Cell4956","Cell4956","Batch1","Group1",60057.6950208794
"Cell4957","Cell4957","Batch1","Group1",60435.3489689006
"Cell4958","Cell4958","Batch1","Group2",62222.4813058098
"Cell4959","Cell4959","Batch1","Group1",73637.6097722803
"Cell4960","Cell4960","Batch1","Group2",39482.3301245815
"Cell4961","Cell4961","Batch1","Group1",73370.2888890837
"Cell4962","Cell4962","Batch1","Group2",85848.3839552278
"Cell4963","Cell4963","Batch1","Group1",73715.6322970739
"Cell4964","Cell4964","Batch1","Group1",44003.4125039707
"Cell4965","Cell4965","Batch1","Group2",64856.1094620808
"Cell4966","Cell4966","Batch1","Group1",64476.73308203
"Cell4967","Cell4967","Batch1","Group2",52405.6911305179
"Cell4968","Cell4968","Batch1","Group2",63277.4363877727
"Cell4969","Cell4969","Batch1","Group2",68419.8201045263
"Cell4970","Cell4970","Batch1","Group1",57715.7677148376
"Cell4971","Cell4971","Batch1","Group1",83412.6294041652
"Cell4972","Cell4972","Batch1","Group1",65372.057525809
"Cell4973","Cell4973","Batch1","Group2",82447.2934865135
"Cell4974","Cell4974","Batch1","Group1",63426.9392781416
"Cell4975","Cell4975","Batch1","Group2",49705.8471778089
"Cell4976","Cell4976","Batch1","Group2",50261.7397989577
"Cell4977","Cell4977","Batch1","Group2",58871.5883634975
"Cell4978","Cell4978","Batch1","Group2",62655.3668879976
"Cell4979","Cell4979","Batch1","Group2",50510.3929845181
"Cell4980","Cell4980","Batch1","Group1",57927.6024039676
"Cell4981","Cell4981","Batch1","Group1",65715.244034812
"Cell4982","Cell4982","Batch1","Group1",35180.9014172595
"Cell4983","Cell4983","Batch1","Group1",55469.7748947121
"Cell4984","Cell4984","Batch1","Group1",67681.6880755763
"Cell4985","Cell4985","Batch1","Group1",66289.7698537287
"Cell4986","Cell4986","Batch1","Group2",65744.2423890125
"Cell4987","Cell4987","Batch1","Group1",81416.1100772474
"Cell4988","Cell4988","Batch1","Group1",67618.2505251344
"Cell4989","Cell4989","Batch1","Group2",60205.36484921
"Cell4990","Cell4990","Batch1","Group1",92075.4893782065
"Cell4991","Cell4991","Batch1","Group1",65790.5928027661
"Cell4992","Cell4992","Batch1","Group1",86027.9678814607
"Cell4993","Cell4993","Batch1","Group1",74791.2195042576
"Cell4994","Cell4994","Batch1","Group2",65785.4593708049
"Cell4995","Cell4995","Batch1","Group2",39491.281717283
"Cell4996","Cell4996","Batch1","Group1",52823.7534643168
"Cell4997","Cell4997","Batch1","Group1",62040.1665376162
"Cell4998","Cell4998","Batch1","Group1",75399.8564085499
"Cell4999","Cell4999","Batch1","Group1",62687.9042414869
"Cell5000","Cell5000","Batch1","Group1",70605.3006449419
"Cell5001","Cell5001","Batch1","Group1",59213.3821857737
"Cell5002","Cell5002","Batch1","Group2",57338.7951091838
"Cell5003","Cell5003","Batch1","Group2",46692.1664489086
"Cell5004","Cell5004","Batch1","Group1",61953.2037179816
"Cell5005","Cell5005","Batch1","Group1",91488.1037739436
"Cell5006","Cell5006","Batch1","Group1",43318.862009612
"Cell5007","Cell5007","Batch1","Group1",65992.8418692254
"Cell5008","Cell5008","Batch1","Group1",53023.0763958989
"Cell5009","Cell5009","Batch1","Group1",73477.4681190638
"Cell5010","Cell5010","Batch1","Group2",71075.5715069099
"Cell5011","Cell5011","Batch1","Group2",81595.0855200388
"Cell5012","Cell5012","Batch1","Group1",42181.0402324404
"Cell5013","Cell5013","Batch1","Group2",81038.7245240325
"Cell5014","Cell5014","Batch1","Group1",80916.9607800434
"Cell5015","Cell5015","Batch1","Group2",54808.3995974361
"Cell5016","Cell5016","Batch1","Group1",47937.0304747292
"Cell5017","Cell5017","Batch1","Group1",58767.6882335696
"Cell5018","Cell5018","Batch1","Group2",63204.5595641659
"Cell5019","Cell5019","Batch1","Group1",68657.022694447
"Cell5020","Cell5020","Batch1","Group1",55016.4348713628
"Cell5021","Cell5021","Batch1","Group2",71075.7041242165
"Cell5022","Cell5022","Batch1","Group1",57774.4848058711
"Cell5023","Cell5023","Batch1","Group1",56220.9620862294
"Cell5024","Cell5024","Batch1","Group1",44925.1920370482
"Cell5025","Cell5025","Batch1","Group1",64222.0845798875
"Cell5026","Cell5026","Batch1","Group1",62884.3800277489
"Cell5027","Cell5027","Batch1","Group2",72127.2247677772
"Cell5028","Cell5028","Batch1","Group2",58184.3160281427
"Cell5029","Cell5029","Batch1","Group2",54915.1127427884
"Cell5030","Cell5030","Batch1","Group1",86635.9313277435
"Cell5031","Cell5031","Batch1","Group1",63746.1415016265
"Cell5032","Cell5032","Batch1","Group2",69269.380587735
"Cell5033","Cell5033","Batch1","Group2",56920.2869108579
"Cell5034","Cell5034","Batch1","Group1",68002.2892172266
"Cell5035","Cell5035","Batch1","Group1",58460.9033509805
"Cell5036","Cell5036","Batch1","Group1",60096.2139302488
"Cell5037","Cell5037","Batch1","Group2",46725.9861868505
"Cell5038","Cell5038","Batch1","Group1",89604.1783348362
"Cell5039","Cell5039","Batch1","Group1",49030.2115446405
"Cell5040","Cell5040","Batch1","Group1",74534.2178931678
"Cell5041","Cell5041","Batch1","Group1",73155.5807574786
"Cell5042","Cell5042","Batch1","Group1",42974.6772088343
"Cell5043","Cell5043","Batch1","Group2",55044.5837335386
"Cell5044","Cell5044","Batch1","Group2",51883.9192823194
"Cell5045","Cell5045","Batch1","Group2",37253.4198904858
"Cell5046","Cell5046","Batch1","Group2",39733.2195600867
"Cell5047","Cell5047","Batch1","Group2",70096.5654889695
"Cell5048","Cell5048","Batch1","Group1",85103.2511509071
"Cell5049","Cell5049","Batch1","Group2",42237.608124657
"Cell5050","Cell5050","Batch1","Group2",65831.364407433
"Cell5051","Cell5051","Batch1","Group2",53026.9226951106
"Cell5052","Cell5052","Batch1","Group1",65583.4034653451
"Cell5053","Cell5053","Batch1","Group2",55088.154462621
"Cell5054","Cell5054","Batch1","Group1",57970.280370247
"Cell5055","Cell5055","Batch1","Group1",54235.7639930529
"Cell5056","Cell5056","Batch1","Group1",47680.4860364074
"Cell5057","Cell5057","Batch1","Group1",65497.0948150925
"Cell5058","Cell5058","Batch1","Group2",71713.662666224
"Cell5059","Cell5059","Batch1","Group1",77793.1828507398
"Cell5060","Cell5060","Batch1","Group2",62404.7788390014
"Cell5061","Cell5061","Batch1","Group2",50616.7857251244
"Cell5062","Cell5062","Batch1","Group1",51284.06970849
"Cell5063","Cell5063","Batch1","Group1",108867.550451331
"Cell5064","Cell5064","Batch1","Group2",57227.2562407904
"Cell5065","Cell5065","Batch1","Group2",54285.962078892
"Cell5066","Cell5066","Batch1","Group2",85843.5367510856
"Cell5067","Cell5067","Batch1","Group2",54414.9283192745
"Cell5068","Cell5068","Batch1","Group2",67365.5891754119
"Cell5069","Cell5069","Batch1","Group1",67724.2680378579
"Cell5070","Cell5070","Batch1","Group2",50139.4355916386
"Cell5071","Cell5071","Batch1","Group1",48605.519000838
"Cell5072","Cell5072","Batch1","Group1",54324.5240415881
"Cell5073","Cell5073","Batch1","Group2",57898.6307881458
"Cell5074","Cell5074","Batch1","Group1",37086.9597234882
"Cell5075","Cell5075","Batch1","Group2",46776.7816093639
"Cell5076","Cell5076","Batch1","Group1",47060.2961534163
"Cell5077","Cell5077","Batch1","Group1",56493.2822132734
"Cell5078","Cell5078","Batch1","Group2",89011.6658408596
"Cell5079","Cell5079","Batch1","Group2",74120.0425611556
"Cell5080","Cell5080","Batch1","Group1",51193.8880103494
"Cell5081","Cell5081","Batch1","Group2",75889.8954975229
"Cell5082","Cell5082","Batch1","Group1",100537.130804
"Cell5083","Cell5083","Batch1","Group2",67512.5757697557
"Cell5084","Cell5084","Batch1","Group1",34203.0767302139
"Cell5085","Cell5085","Batch1","Group1",59494.6505225771
"Cell5086","Cell5086","Batch1","Group2",73057.6947214006
"Cell5087","Cell5087","Batch1","Group2",69827.1580106635
"Cell5088","Cell5088","Batch1","Group1",61352.7450307995
"Cell5089","Cell5089","Batch1","Group1",80399.7330811974
"Cell5090","Cell5090","Batch1","Group1",64701.0822449732
"Cell5091","Cell5091","Batch1","Group1",55172.2481973547
"Cell5092","Cell5092","Batch1","Group1",62217.4088993483
"Cell5093","Cell5093","Batch1","Group2",74089.5481410236
"Cell5094","Cell5094","Batch1","Group2",48334.9218704824
"Cell5095","Cell5095","Batch1","Group2",49867.9888492167
"Cell5096","Cell5096","Batch1","Group1",45912.8515907654
"Cell5097","Cell5097","Batch1","Group2",44481.7926976796
"Cell5098","Cell5098","Batch1","Group1",64373.6339178107
"Cell5099","Cell5099","Batch1","Group2",65758.0237847715
"Cell5100","Cell5100","Batch1","Group1",75301.4939812053
"Cell5101","Cell5101","Batch1","Group1",50905.8422009515
"Cell5102","Cell5102","Batch1","Group1",73758.4124288675
"Cell5103","Cell5103","Batch1","Group2",61063.8620351316
"Cell5104","Cell5104","Batch1","Group2",54232.1098003323
"Cell5105","Cell5105","Batch1","Group2",40503.3843250721
"Cell5106","Cell5106","Batch1","Group2",53211.4366136603
"Cell5107","Cell5107","Batch1","Group2",68232.7713034104
"Cell5108","Cell5108","Batch1","Group2",62374.2507602879
"Cell5109","Cell5109","Batch1","Group1",60457.8212811182
"Cell5110","Cell5110","Batch1","Group1",70427.1918005374
"Cell5111","Cell5111","Batch1","Group2",63041.0346668232
"Cell5112","Cell5112","Batch1","Group2",62579.4947158216
"Cell5113","Cell5113","Batch1","Group2",57354.5892291144
"Cell5114","Cell5114","Batch1","Group1",59667.8517556755
"Cell5115","Cell5115","Batch1","Group2",51398.2855353142
"Cell5116","Cell5116","Batch1","Group1",51179.172192078
"Cell5117","Cell5117","Batch1","Group2",44997.8232473213
"Cell5118","Cell5118","Batch1","Group2",60524.8486744752
"Cell5119","Cell5119","Batch1","Group1",63816.959497311
"Cell5120","Cell5120","Batch1","Group2",64790.0337027344
"Cell5121","Cell5121","Batch1","Group1",75405.3399589896
"Cell5122","Cell5122","Batch1","Group2",72885.9873523972
"Cell5123","Cell5123","Batch1","Group2",96485.5019759551
"Cell5124","Cell5124","Batch1","Group2",45925.971787888
"Cell5125","Cell5125","Batch1","Group1",74078.4079401472
"Cell5126","Cell5126","Batch1","Group1",58738.4151610232
"Cell5127","Cell5127","Batch1","Group1",56784.9685515349
"Cell5128","Cell5128","Batch1","Group1",62726.6623040066
"Cell5129","Cell5129","Batch1","Group2",45450.6397284504
"Cell5130","Cell5130","Batch1","Group1",61663.5851819306
"Cell5131","Cell5131","Batch1","Group2",59025.4371237641
"Cell5132","Cell5132","Batch1","Group2",51514.6825788885
"Cell5133","Cell5133","Batch1","Group2",74718.7863632797
"Cell5134","Cell5134","Batch1","Group2",70219.8805429358
"Cell5135","Cell5135","Batch1","Group2",60884.8304869813
"Cell5136","Cell5136","Batch1","Group2",57208.7411390469
"Cell5137","Cell5137","Batch1","Group2",61614.7627877082
"Cell5138","Cell5138","Batch1","Group1",93220.4423280418
"Cell5139","Cell5139","Batch1","Group1",65546.8565857103
"Cell5140","Cell5140","Batch1","Group1",53619.0683457494
"Cell5141","Cell5141","Batch1","Group1",87966.4494808109
"Cell5142","Cell5142","Batch1","Group1",55221.2209022566
"Cell5143","Cell5143","Batch1","Group2",45558.8154244561
"Cell5144","Cell5144","Batch1","Group1",40784.971225994
"Cell5145","Cell5145","Batch1","Group1",62233.6819378445
"Cell5146","Cell5146","Batch1","Group1",56702.1221753281
"Cell5147","Cell5147","Batch1","Group1",46950.0486805758
"Cell5148","Cell5148","Batch1","Group2",55834.5093986525
"Cell5149","Cell5149","Batch1","Group2",67183.0429602311
"Cell5150","Cell5150","Batch1","Group1",42976.9771750991
"Cell5151","Cell5151","Batch1","Group2",47474.1448096104
"Cell5152","Cell5152","Batch1","Group1",64543.1038901911
"Cell5153","Cell5153","Batch1","Group2",52581.5634543824
"Cell5154","Cell5154","Batch1","Group1",51877.3630492759
"Cell5155","Cell5155","Batch1","Group2",43969.3147928298
"Cell5156","Cell5156","Batch1","Group1",82755.6109383604
"Cell5157","Cell5157","Batch1","Group1",56282.4243373953
"Cell5158","Cell5158","Batch1","Group1",43967.4729105656
"Cell5159","Cell5159","Batch1","Group1",94356.8925109809
"Cell5160","Cell5160","Batch1","Group1",54867.7351298942
"Cell5161","Cell5161","Batch1","Group2",50957.9830440761
"Cell5162","Cell5162","Batch1","Group1",92022.3995284862
"Cell5163","Cell5163","Batch1","Group2",61912.9187472184
"Cell5164","Cell5164","Batch1","Group2",57028.0925854611
"Cell5165","Cell5165","Batch1","Group1",77524.3377583952
"Cell5166","Cell5166","Batch1","Group2",63681.2520333871
"Cell5167","Cell5167","Batch1","Group2",66456.9711410683
"Cell5168","Cell5168","Batch1","Group1",62955.9759239409
"Cell5169","Cell5169","Batch1","Group1",56880.0861855861
"Cell5170","Cell5170","Batch1","Group1",66857.7192417968
"Cell5171","Cell5171","Batch1","Group1",66635.4418816615
"Cell5172","Cell5172","Batch1","Group1",61202.9502455319
"Cell5173","Cell5173","Batch1","Group1",60859.5853290339
"Cell5174","Cell5174","Batch1","Group2",50608.7753709392
"Cell5175","Cell5175","Batch1","Group1",64583.6546405749
"Cell5176","Cell5176","Batch1","Group2",69231.4514917324
"Cell5177","Cell5177","Batch1","Group1",60932.2738364657
"Cell5178","Cell5178","Batch1","Group1",86389.464877442
"Cell5179","Cell5179","Batch1","Group2",62595.4195230077
"Cell5180","Cell5180","Batch1","Group2",54827.9932770035
"Cell5181","Cell5181","Batch1","Group1",63647.7037558968
"Cell5182","Cell5182","Batch1","Group1",70289.7062182557
"Cell5183","Cell5183","Batch1","Group1",48162.4584011381
"Cell5184","Cell5184","Batch1","Group2",46390.4193790497
"Cell5185","Cell5185","Batch1","Group1",53282.6204158372
"Cell5186","Cell5186","Batch1","Group2",70761.68289868
"Cell5187","Cell5187","Batch1","Group1",61762.2452015441
"Cell5188","Cell5188","Batch1","Group2",48990.88099427
"Cell5189","Cell5189","Batch1","Group2",50594.8522057253
"Cell5190","Cell5190","Batch1","Group2",69455.8537398628
"Cell5191","Cell5191","Batch1","Group2",43192.9079757614
"Cell5192","Cell5192","Batch1","Group1",70293.9920517395
"Cell5193","Cell5193","Batch1","Group1",75052.9910684467
"Cell5194","Cell5194","Batch1","Group2",73134.1386095354
"Cell5195","Cell5195","Batch1","Group2",68245.2222926282
"Cell5196","Cell5196","Batch1","Group1",74021.8499577422
"Cell5197","Cell5197","Batch1","Group2",78479.3943501802
"Cell5198","Cell5198","Batch1","Group2",77504.8817560977
"Cell5199","Cell5199","Batch1","Group2",83271.9299696593
"Cell5200","Cell5200","Batch1","Group2",62084.177320509
"Cell5201","Cell5201","Batch1","Group2",82808.7193712695
"Cell5202","Cell5202","Batch1","Group1",60878.8349873999
"Cell5203","Cell5203","Batch1","Group2",58872.2915381183
"Cell5204","Cell5204","Batch1","Group1",70491.1638756883
"Cell5205","Cell5205","Batch1","Group2",66548.7099370327
"Cell5206","Cell5206","Batch1","Group2",55410.7704754208
"Cell5207","Cell5207","Batch1","Group2",63633.4124187594
"Cell5208","Cell5208","Batch1","Group1",52609.4777212208
"Cell5209","Cell5209","Batch1","Group1",50889.8379368812
"Cell5210","Cell5210","Batch1","Group1",41790.3373037087
"Cell5211","Cell5211","Batch1","Group1",63052.1212229481
"Cell5212","Cell5212","Batch1","Group2",54823.8744414591
"Cell5213","Cell5213","Batch1","Group2",52348.4144434953
"Cell5214","Cell5214","Batch1","Group2",75822.2727760319
"Cell5215","Cell5215","Batch1","Group1",84600.204576546
"Cell5216","Cell5216","Batch1","Group1",59471.8186133283
"Cell5217","Cell5217","Batch1","Group2",45141.8348518642
"Cell5218","Cell5218","Batch1","Group2",41578.1986674454
"Cell5219","Cell5219","Batch1","Group2",66076.2175019304
"Cell5220","Cell5220","Batch1","Group2",63806.8021407369
"Cell5221","Cell5221","Batch1","Group1",47057.7580110739
"Cell5222","Cell5222","Batch1","Group1",62678.2316135834
"Cell5223","Cell5223","Batch1","Group1",47182.838049091
"Cell5224","Cell5224","Batch1","Group1",55150.3838841205
"Cell5225","Cell5225","Batch1","Group2",62245.9304967604
"Cell5226","Cell5226","Batch1","Group2",46511.418961681
"Cell5227","Cell5227","Batch1","Group1",52284.1457363154
"Cell5228","Cell5228","Batch1","Group1",43305.3150158762
"Cell5229","Cell5229","Batch1","Group2",59469.2150263662
"Cell5230","Cell5230","Batch1","Group1",53891.2171784674
"Cell5231","Cell5231","Batch1","Group1",83636.4271596271
"Cell5232","Cell5232","Batch1","Group1",46636.6568842402
"Cell5233","Cell5233","Batch1","Group2",51812.3782364585
"Cell5234","Cell5234","Batch1","Group2",80677.8939353682
"Cell5235","Cell5235","Batch1","Group2",61485.8310436689
"Cell5236","Cell5236","Batch1","Group2",50971.0606596799
"Cell5237","Cell5237","Batch1","Group1",40518.749501354
"Cell5238","Cell5238","Batch1","Group2",56182.380620832
"Cell5239","Cell5239","Batch1","Group2",73659.5801189321
"Cell5240","Cell5240","Batch1","Group1",61834.5310575128
"Cell5241","Cell5241","Batch1","Group1",66627.2313083818
"Cell5242","Cell5242","Batch1","Group1",57504.0189072375
"Cell5243","Cell5243","Batch1","Group1",80228.4033734251
"Cell5244","Cell5244","Batch1","Group1",62573.8571617495
"Cell5245","Cell5245","Batch1","Group1",54942.10193425
"Cell5246","Cell5246","Batch1","Group1",45548.697390965
"Cell5247","Cell5247","Batch1","Group1",80435.2153121898
"Cell5248","Cell5248","Batch1","Group1",60182.8335217083
"Cell5249","Cell5249","Batch1","Group1",76722.7042745158
"Cell5250","Cell5250","Batch1","Group1",59885.8122630696
"Cell5251","Cell5251","Batch1","Group1",61842.1145769599
"Cell5252","Cell5252","Batch1","Group2",82508.8783832068
"Cell5253","Cell5253","Batch1","Group1",63872.9294879704
"Cell5254","Cell5254","Batch1","Group1",61166.2196358714
"Cell5255","Cell5255","Batch1","Group2",68464.2779836905
"Cell5256","Cell5256","Batch1","Group2",65986.2611293137
"Cell5257","Cell5257","Batch1","Group2",79275.8569184345
"Cell5258","Cell5258","Batch1","Group2",64118.4567590569
"Cell5259","Cell5259","Batch1","Group2",64276.0960924384
"Cell5260","Cell5260","Batch1","Group2",101719.143533336
"Cell5261","Cell5261","Batch1","Group2",73073.6115344785
"Cell5262","Cell5262","Batch1","Group2",47210.8909769799
"Cell5263","Cell5263","Batch1","Group1",73940.9825611644
"Cell5264","Cell5264","Batch1","Group2",67268.7684714232
"Cell5265","Cell5265","Batch1","Group1",70836.9200483472
"Cell5266","Cell5266","Batch1","Group2",74942.1601285757
"Cell5267","Cell5267","Batch1","Group1",55096.8129685773
"Cell5268","Cell5268","Batch1","Group1",71636.6294861544
"Cell5269","Cell5269","Batch1","Group1",59984.6717157229
"Cell5270","Cell5270","Batch1","Group2",84420.4571125657
"Cell5271","Cell5271","Batch1","Group2",46901.0923925255
"Cell5272","Cell5272","Batch1","Group2",49026.7905301767
"Cell5273","Cell5273","Batch1","Group2",61579.4437517105
"Cell5274","Cell5274","Batch1","Group2",64107.9720434429
"Cell5275","Cell5275","Batch1","Group1",44342.8800170369
"Cell5276","Cell5276","Batch1","Group1",50689.0377689781
"Cell5277","Cell5277","Batch1","Group1",44721.3356199242
"Cell5278","Cell5278","Batch1","Group1",51537.5307029654
"Cell5279","Cell5279","Batch1","Group2",60512.5981298736
"Cell5280","Cell5280","Batch1","Group2",52353.8535888872
"Cell5281","Cell5281","Batch1","Group1",49255.6386349306
